rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
2130,606.01,606,122262940,122262940.0,1,FP,08h52m57.27s,133.238613,-57d56m26.24s,-57.940622999999995,-19.274,-1.704,2458519.946,2.00337,3.091,12786.90039,27.559798999999998,16183.0,3142.0,10.2688,431.861,6514.0,4.03,2.22,4/1/2019 16:52,12/17/2019 10:00
2131,607.01,607,153651591,153651591.0,1,FP,08h04m02.22s,121.00926399999999,-26d09m56.43s,-26.165676,-4.369,6.26,2458492.558,2.14542,1.807,1180.0,10.1134,3997.18,2215.0,10.5259,921.9169999999999,9389.0,3.92,2.8,4/1/2019 16:51,3/4/2021 12:01
2132,608.01,608,186547153,186547153.0,1,APC,08h51m21.32s,132.838846,-34d25m54.68s,-34.431855999999996,-5.3,2.4,2458518.55,1.1905,1.7280000000000002,1471.829956,10.1134,5540.819824,2403.0,10.1978,500.647,7471.899901999999,4.09,2.8,4/1/2019 16:51,11/30/2020 3:13
2133,609.01,609,134404603,134404603.0,1,APC,08h09m21.55s,122.33981200000001,-39d09m52.52s,-39.164589,-81.98299999999999,76.617,2458496.7180000003,4.9701900000000006,1.625,14440.0,31.3659,190.048,1034.0,9.836,144.623,5759.0,4.3,1.19,4/1/2019 16:51,11/30/2020 3:13
2134,610.01,610,80275202,80275202.01,1,FP,08h06m06.29s,121.526219,-44d22m30.31s,-44.375085,-5.607,7.388999999999999,2458495.3419999997,3.66465,2.76,2383.110107,8.25353,2466.3701170000004,1963.0,10.4989,437.969,7889.0,4.53,1.54,4/1/2019 16:51,12/17/2019 10:00
2135,611.01,611,154459165,154459165.0,1,PC,08h08m08.24s,122.034347,-28d03m58.28s,-28.066189,-32.66,-22.308000000000003,2458491.8880000003,3.14905,3.4139999999999997,990.0,3.0353,2827.45,2031.0,10.4259,97.3234,4869.0,4.54,0.79,4/1/2019 16:51,10/30/2020 1:59
2136,612.01,612,284738182,284738182.0,1,PC,07h23m31.64s,110.881841,-37d50m07.68s,-37.835468,-12.75,10.632,2459239.828,0.9136110000000001,1.189,590.0,5.20034,3344.95,2118.0,10.1939,292.623,7126.0,4.29,1.5,4/1/2019 16:51,2/19/2021 16:00
2137,613.01,613,77527511,77527511.01,1,PC,09h29m03.12s,142.262995,-05d22m32.41s,-5.375669,9.214,-40.580999999999996,2458518.2709999997,0.77864,0.986,1520.0,8.76039,877.115,1516.0,9.94921,221.016,4949.2,4.29,2.19,4/1/2019 16:51,5/20/2020 16:00
2138,614.01,614,118021229,118021229.0,1,FP,08h33m54.02s,128.47509399999998,-20d56m26.33s,-20.940645999999997,-50.781000000000006,-7.647,2458518.281,0.8850100000000001,1.6219999999999999,820.278992,6.77007,2010.8499760000002,1865.0,9.947331,255.90099999999998,5362.0,3.75,2.15,4/1/2019 16:52,12/17/2019 10:00
2139,615.01,615,190496853,190496853.0,1,PC,08h53m38.09s,133.40868899999998,-40d32m37.32s,-40.543701,-17.354,25.519000000000002,2458518.293,4.66202,4.096,11650.0,18.5858,1411.27,1707.0,10.3015,360.408,7437.0,4.21,1.7,4/1/2019 16:52,10/30/2020 1:59
2140,616.01,616,145879095,145879095.0,1,PC,08h51m29.75s,132.873965,-51d19m41.6s,-51.328222,-0.759,2.8310000000000004,2458520.16,2.80573,2.75,3270.0,18.5858,1411.27,1707.0,9.9794,862.802,7437.0,4.21,1.7,4/1/2019 16:52,10/30/2020 1:59
2141,617.01,617,141227133,141227133.0,1,FP,08h37m15.69s,129.315369,-47d23m00.56s,-47.38349,-2.535,3.338,2458518.7,2.42232,2.873,5696.52,18.5858,197.858,1044.0,10.251,6149.76,2838.0,4.21,1.7,4/1/2019 16:52,7/10/2020 18:05
2142,618.01,618,173640199,173640199.0,1,PC,07h30m16.96s,112.57066499999999,-39d20m22.67s,-39.33963,-1.4040000000000001,-16.956,2458497.9159999997,7.7647,4.2,3450.0,8.2243,356.07199999999995,1210.0,10.1277,234.072,6515.0,4.25,1.43,4/1/2019 16:52,10/30/2020 1:59
2143,619.01,619,267527924,267527924.0,1,FP,07h36m12.18s,114.05073200000001,-48d03m48.55s,-48.063487,-1.2,5.2,2458492.852,1.8081900000000002,2.783,773.2540280000001,8.2243,1507.839966,1736.0,10.1853,234.072,5354.5,4.25,1.43,4/1/2019 16:52,12/17/2019 10:00
2144,620.01,620,296739893,296739893.0,1,PC,09h28m41.63s,142.17344599999998,-12d10m01.79s,-12.167164999999999,35.872,-389.85400000000004,2458518.006,5.0983730000000005,1.168674,3393.722168,2.729669,15.711623999999999,507.77932699999997,10.2139,33.0231,3633.0,4.8042300000000004,0.45799999999999996,4/10/2019 17:25,3/10/2020 12:00
2145,621.01,621,30828562,30828562.01,1,APC,08h58m52.4s,134.71834099999998,-43d27m10.07s,-43.452796,-29.488000000000003,20.116,2458520.11,3.112361,2.437419,6343.203125,18.922991,5401.118652,2186.455811,8.1327,184.125,7850.0,4.08695,2.04956,4/10/2019 17:25,11/30/2020 3:13
2146,622.01,622,83092282,83092282.01,1,PC,08h21m13.21s,125.305054,-46d29m03.47s,-46.484296,-4.633,-17.577,2458520.693,6.4020529999999995,3.8698949999999996,3892.8725590000004,9.367673,717.636658,1320.0667720000001,8.5615,123.29700000000001,7056.0,4.33435,1.40788,4/10/2019 17:25,10/30/2020 1:59
2147,623.01,623,101395259,101395259.0,1,FP,09h54m52.87s,148.720293,-23d19m55.62s,-23.332117999999998,-20.119,7.542000000000001,2458523.943,15.151485999999998,2.980855,6230.437988000001,13.276014000000002,496.90490700000004,1204.170776,10.1913,275.377,6422.0,4.20608,1.48665,4/10/2019 17:25,3/4/2020 12:58
2148,624.01,624,399870368,399870368.0,1,CP,04h58m12.56s,74.55233299999999,+09d59m52.72s,9.997978999999999,-2.657,-4.996,2459197.008,2.744321,3.4210000000000003,10300.0,20.2676,5626.34,2412.0,9.3371,330.73900000000003,8730.0,4.19,1.97,2/4/2019 20:26,2/1/2021 16:00
2149,625.01,625,379929661,379929661.0,1,CP,08h42m01.35s,130.50563799999998,+03d42m38.04s,3.7105660000000005,-2.8560000000000003,0.9840000000000001,2458495.786,4.78677,4.974,8810.0,18.3301,2259.23,1920.0,9.6129,341.26300000000003,7668.6,4.13,1.91,3/26/2019 13:55,5/20/2020 16:00
2150,626.01,626,65412605,65412605.01,1,CP,07h12m29.55s,108.12311399999999,-24d57m12.82s,-24.95356,-2.276,0.33799999999999997,2459232.696,4.401045,4.7780000000000005,7030.0,19.898,4032.88,2220.0,9.50712,437.215,8489.0,4.03,2.32,3/26/2019 13:55,2/19/2021 16:00
2151,627.01,627,365781372,365781372.0,1,FP,05h27m41.66s,81.92358,+07d55m06.69s,7.918525,-2.362,-7.5889999999999995,2458469.224,1.13889,2.154,5368.189941,22.4869,16504.69922,3157.0,10.0267,629.8340000000001,7852.799805,4.08,2.79,3/21/2019 15:42,12/17/2019 10:00
2152,628.01,628,281408474,281408474.0,1,PC,06h37m03.13s,99.263061,+01d46m03.18s,1.76755,-1.4369999999999998,-1.082,2458469.235,3.4076,3.69,7500.0,12.1343,1052.9,1586.0,9.656460000000001,178.68,6174.0,4.23,1.38,3/21/2019 15:42,11/21/2020 12:00
2153,629.01,629,293853437,293853437.0,1,CP,06h23m18.7s,95.827908,+00d53m00.05s,0.8833469999999999,6.476,-3.898,2459204.255,8.717961,6.3341769999999995,2517.639241,12.476916000000001,2974.905531,1883.5972350000002,8.69437,333.379,9165.0,4.05,2.38236,3/21/2019 15:42,2/18/2021 16:00
2154,630.01,630,123898871,123898871.0,1,APC,06h03m39.84s,90.916011,-19d02m27.02s,-19.04084,-4.4030000000000005,6.224,2458470.349,4.9074599999999995,4.152,11111.8,19.1449,1474.6,1726.0,9.84786,309.705,7210.5,4.11,1.65,3/21/2019 15:42,2/19/2021 10:00
2155,631.01,631,97158538,97158538.01,1,PC,07h03m46.91s,105.945472,-30d43m34.89s,-30.726357,-12.978,22.818,2459203.76,2.594978,0.8281649999999999,577.6077019999999,5.641797,5583.086175,2204.643298,8.783341,233.697,6852.0,3.91,2.24201,3/26/2019 13:55,2/18/2021 10:00
2156,632.01,632,349790953,349790953.0,1,APC,07h33m49.15s,113.454773,-61d17m32.83s,-61.292453,-2.417,6.778,2458518.4,1.551885,3.2827949999999997,5738.416504,11.037014,17708.29102,2942.144043,10.3357,1278.41,4997.100098,2.36,0.852822,4/11/2019 19:30,11/30/2020 3:13
2157,633.01,633,348755723,348755723.0,1,FP,08h56m21.14s,134.088088,-12d56m05.54s,-12.934871000000001,30.243000000000002,2.488,2458517.81,4.503645,1.9732919999999998,12525.72524,11.197034,35.794998,623.8430400000001,13.9036,116.49600000000001,3267.0,4.438,1.0,4/11/2019 19:30,5/29/2020 10:00
2158,634.01,634,344926234,344926234.0,1,FA,10h06m13.81s,151.55755,+03d56m47.37s,3.9464930000000003,20.649,-18.065,2458517.4280000003,0.49359,1.5458969999999999,246.70210299999997,1.7338490000000002,7238.719238,2352.530029,9.1299,92.8368,5872.0,4.43995,1.02918,4/11/2019 19:30,10/30/2020 1:59
2159,635.01,635,286132427,286132427.0,1,FA,09h46m53.89s,146.72453000000002,-04d17m53.66s,-4.29824,-45.703,-40.413000000000004,2458517.4359999998,0.493379,1.5,194.341064,1.503946,7066.343262,2338.3979489999997,8.1075,58.7453,5914.0,4.46485,1.00635,4/11/2019 19:30,10/30/2020 1:59
2160,636.01,636,146463781,146463781.0,1,FP,08h15m32.5s,123.88541299999999,-31d33m23.48s,-31.556521000000004,-28.848000000000003,69.089,2458517.477,0.417921,1.8439470000000002,41644.89453,5.657227,159.379868,906.208435,14.7034,158.67,3278.0,4.97806,0.275,4/11/2019 19:30,12/17/2019 10:00
2161,637.01,637,133334108,133334108.0,1,PC,08h03m08.98s,120.78741799999999,-38d44m31.24s,-38.74201,9.999,-103.899,2458519.6569999997,2.854317,6.011718,352.596741,1.751825,481.315308,1194.612793,8.9454,64.5529,5637.0,4.52053,0.909499,4/11/2019 19:30,10/30/2020 1:59
2162,638.01,638,78154865,78154865.01,1,FA,09h51m28.17s,147.86736000000002,-04d07m23.96s,-4.123323,-2.379,14.085999999999999,2458517.4280000003,0.49382600000000004,1.162615,310.57086200000003,1.940277,8648.338867,2459.534668,8.9225,96.6355,6030.0,4.41585,1.08524,4/11/2019 19:30,10/30/2020 1:59
2163,639.01,639,82362447,82362447.01,1,FP,08h17m00.03s,124.250133,-47d39m07.03s,-47.651953999999996,96.758,-102.395,2458517.5609999998,2.819817,6.6112779999999995,183631.0313,22.75573,31.848457,605.887329,15.2474,160.84,3601.0,4.8188699999999995,0.441,4/11/2019 19:30,12/17/2019 10:00
2164,640.01,640,147977348,147977348.0,1,PC,06h38m56.3s,99.734594,-36d38m46.07s,-36.64613,-3.872,4.927,2459240.33,5.003776,3.4160000000000004,7530.0,19.7696,1192.11,1636.0,10.0367,341.99699999999996,6442.0,3.91,2.09,3/26/2019 13:55,2/19/2021 16:00
2165,641.01,641,49079670,49079670.01,1,PC,06h44m17.21s,101.0717,-23d49m09.07s,-23.819187,-31.405,23.686,2458470.203,1.8925299999999998,1.474,730.0,3.39831,1752.87,1802.0,9.90377,134.043,5646.0,4.4,1.04,3/26/2019 13:55,5/20/2020 16:00
2166,642.01,642,79292541,79292541.01,1,PC,06h56m13.39s,104.055775,-20d03m09s,-20.052498999999997,-9.759,4.756,2458470.7369999997,2.2772799999999997,1.65,1700.0,10.6933,1941.23,1849.0,9.4247,472.224,8550.0,3.93,2.63,3/21/2019 15:42,10/30/2020 1:59
2167,643.01,643,432008938,432008938.0,1,FP,08h02m46.54s,120.69393000000001,-23d41m48.22s,-23.696727,100.619,-195.05200000000002,2458522.349,9.653456,4.00937,43088.56641,7.281973,3.12657,339.14608799999996,13.7006,87.7731,3359.0,4.93457,0.315,4/11/2019 19:30,12/17/2019 10:00
2168,644.01,644,63303499,63303499.01,1,PC,06h59m41.44s,104.922683,-24d53m01.96s,-24.883877,-11.529000000000002,27.956999999999997,2458469.855,1.9269900000000002,2.8760000000000003,370.0,2.3659,2103.41,1886.0,10.193999999999999,203.532,5952.0,4.93457,1.25,3/26/2019 13:55,10/30/2020 1:59
2169,645.01,645,157568289,157568289.0,1,FP,07h07m04.18s,106.76743400000001,-36d46m14.88s,-36.770799,0.934,8.274,2458468.7369999997,1.8405099999999999,4.6419999999999995,2577.820068,13.9166,4390.209961,2267.0,10.4091,414.522,5710.5,3.6,2.49,3/26/2019 13:55,3/4/2020 12:58
2170,646.01,646,238197709,238197709.0,1,FP,03h49m03.79s,57.26580500000001,-72d56m50.28s,-72.947299,19.539,25.393,2459184.759,13.725252,3.169416,4945.767934,20.335257000000002,312.446065,1072.293108,10.3001,316.643,6104.0,3.96,1.8639700000000001,3/21/2019 15:42,2/9/2021 12:01
2171,647.01,647,92992033,92992033.01,1,PC,05h35m49.32s,83.955484,-18d38m58.53s,-18.649591,0.273,9.298,2458470.602,4.90765,3.753,810.0,13.2707,260.337,1119.0,10.2339,553.626,4900.0,3.96,5.01,3/21/2019 15:42,10/30/2020 1:59
2172,648.01,648,78672342,78672342.01,1,FP,06h52m00.66s,103.00276,-18d57m15.95s,-18.95443,-10.687999999999999,2.799,2458471.3019999997,2.97638,3.2119999999999997,795.84198,11.0372,2695.8798829999996,2007.0,10.1347,637.257,6492.5,3.57,3.56,3/21/2019 15:42,12/17/2019 10:00
2173,649.01,649,35582553,35582553.01,1,PC,06h48m53.44s,102.22267,-13d31m38.17s,-13.527269,-6.242999999999999,4.382,2459225.962,0.934709,1.4080000000000001,1900.0,25.0309,27065.4,3573.0,10.0461,430.62199999999996,6779.0,3.83,2.43,3/21/2019 15:42,3/1/2021 16:00
2174,650.01,650,349373192,349373192.0,1,FP,07h21m02.65s,110.261044,-60d09m19.71s,-60.155475,-1.6669999999999998,12.491,2458326.315,0.76983,2.7739999999999996,160.192001,25.0309,49237.60156,4149.0,9.7839,402.76199999999994,8658.0,3.92,2.43,3/21/2019 15:42,12/17/2019 10:00
2175,651.01,651,72090501,72090501.01,1,PC,06h08m25.36s,92.105662,-11d08m50.4s,-11.147333,6.801,-15.818,2459226.8959999997,1.069788,1.979,3990.0,25.0309,63832.9,4428.0,9.0185,74.834,8576.7,3.92,2.43,3/21/2019 15:42,2/19/2021 16:00
2176,652.01,652,22221375,22221375.01,1,CP,09h56m29.64s,149.123515,-24d05m57.07s,-24.099186,-177.111,46.867,2458543.255,3.9846269999999997,2.398698,389.73382599999997,2.046621,449.22702000000004,1174.184204,7.3635,45.683,5903.0,4.44653,1.02,5/6/2019 19:17,12/18/2020 12:01
2177,653.01,653,33153766,33153766.01,1,FP,09h39m05.67s,144.77363,-45d25m34.27s,-45.426185,-19.613,5.5760000000000005,2458543.227,0.688413,1.503725,390.627655,6.485009,49580.35938,3805.810547,8.5234,213.947,6054.0,3.4732300000000005,3.22605,5/6/2019 19:17,12/17/2019 10:00
2178,654.01,654,35009898,35009898.01,1,PC,10h58m53.89s,164.724551,-05d32m51.16s,-5.5475449999999995,99.17399999999999,-266.107,2458543.4359999998,1.527419,1.211359,2889.179932,1.9082599999999998,45.576271000000006,662.680908,12.2255,57.7553,3433.0,4.89676,0.353,5/6/2019 19:17,3/10/2020 12:00
2179,655.01,655,35516889,35516889.01,1,KP,09h53m40.02s,148.416767,-45d39m32.79s,-45.659108,-35.407,17.288,2458543.622,0.7888430000000001,1.624113,24762.04688,16.546515,3303.751953,1933.62207,11.6044,268.325,5568.0,4.39267,1.0,5/6/2019 19:17,12/17/2019 10:00
2180,656.01,656,36734222,36734222.01,1,KP,10h19m37.96s,154.908187,-09d48m23.19s,-9.806443,-42.044,-38.193000000000005,2458543.6040000003,0.81347,1.226305,26827.11719,10.423753,596.670654,1260.53064,11.1184,86.7467,4400.0,4.64555,0.6,5/6/2019 19:17,12/17/2019 10:00
2181,657.01,657,48103627,48103627.01,1,CP,09h49m37.61s,147.4067,-33d13m06.61s,-33.218503000000005,-8.463,0.7340000000000001,2458547.313,4.569904,3.9136660000000005,10266.21514,13.240570000000002,649.304855,1287.454567,12.4399,562.256,6122.0,4.283,1.28576,5/6/2019 19:17,2/12/2021 16:00
2182,658.01,658,48476907,48476907.01,1,PC,10h00m36.64s,150.152654,-34d40m54.71s,-34.681865,-50.825,19.857,2458543.701,4.719906,1.825078,1940.5715329999998,10.600508999999999,971.774109,1424.00354,9.5359,212.005,6521.0,4.22041,1.48858,5/6/2019 19:17,10/30/2020 1:59
2183,659.01,659,48476908,48476908.01,1,PC,10h00m36.93s,150.153861,-34d40m53.21s,-34.681446,-52.29600000000001,25.232,2458543.699,4.720083,1.6945150000000002,2213.796143,12.777913,1052.9492189999999,1452.852783,10.245,245.31799999999998,5990.0,4.00966,1.72045,5/6/2019 19:17,10/30/2020 1:59
2184,660.01,660,53189332,53189332.01,1,KP,11h05m43.11s,166.429628,-05d04m46.15s,-5.079485,-24.818,-13.294,2458544.65,9.290298,5.345087,6204.32666,11.115877000000001,276.548737,1040.0701900000001,10.99,352.181,6055.0,4.22795,1.39,5/6/2019 19:17,12/17/2019 10:00
2185,661.01,661,53735810,53735810.01,1,KP,10h32m54.01s,158.22503,-34d59m23.67s,-34.989907,11.492,-13.533,2458544.169,4.086530000000001,4.448192,7379.314453,15.378719,1722.797607,1643.154175,11.248,500.25800000000004,6580.0,4.0663,1.75,5/6/2019 19:17,12/17/2019 10:00
2186,662.01,662,54085154,54085154.01,1,FP,10h40m43.23s,160.180141,-31d55m38.04s,-31.927233,-2.069,-15.577,2458543.3,1.001166,1.793411,278.122589,2.3943119999999998,4637.09082,2104.65625,8.2046,87.2682,6380.0,4.438,1.31368,5/6/2019 19:17,12/17/2019 10:00
2187,663.01,663,54962195,54962195.01,1,PC,10h40m15.8s,160.065852,-08d30m39.9s,-8.511083,-142.18200000000002,-82.962,2458544.391,2.5986540000000002,1.618382,1911.170898,2.224192,47.52047,669.637756,11.7602,64.2308,3719.0,4.76941,0.502,5/6/2019 19:17,2/11/2021 12:01
2188,663.02,663,54962195,54962195.02,2,PC,10h40m15.8s,160.065852,-08d30m39.9s,-8.511083,-142.18200000000002,-82.962,2458543.394,4.698465000000001,1.8366049999999998,2100.802246,2.328341,21.574327,549.672546,11.7602,64.2308,3719.0,4.76941,0.502,5/6/2019 19:17,2/10/2021 12:01
2189,664.01,664,55092869,55092869.01,1,KP,10h46m49.66s,161.706905,-09d23m57.71s,-9.399365,-79.09100000000001,-78.57600000000001,2458544.341,4.7360940000000005,7.1084130000000005,2435.829102,13.692776,1416.644409,1564.713989,7.3212,99.1596,5370.0,3.72765,2.72,5/6/2019 19:17,12/17/2019 10:00
2190,665.01,665,73723286,73723286.01,1,FP,10h22m32.91s,155.637125,-40d30m58.85s,-40.516346999999996,38.971,-42.676,2458547.3030000003,14.065992999999999,3.442418,16749.96849,20.710905,67.283,797.0,9.1116,131.018,6157.0,4.20407,1.41729,5/6/2019 19:17,9/30/2020 10:00
2191,666.01,666,82128636,82128636.01,1,APC,08h16m26.48s,124.110352,-46d25m47.34s,-46.429818,-15.594000000000001,14.876,2458543.937,7.47428,1.5492110000000001,1594.60437,7.6377880000000005,617.627563,1271.456177,8.8252,237.035,6680.0,4.20036,1.5635299999999999,5/6/2019 19:17,2/3/2021 12:01
2192,667.01,667,101955023,101955023.0,1,KP,10h14m50.18s,153.70907,-47d09m17.77s,-47.154936,-1053.98,414.3,2458544.716,1.628694,0.799026,2850.041504,1.402261,27.166033000000002,582.272522,10.8372,12.613,3202.0,4.86375,0.26,5/6/2019 19:17,12/17/2019 10:00
2193,668.01,668,102195674,102195674.0,1,APC,10h16m46.02s,154.19174099999998,-42d33m32.66s,-42.559071,-20.767,-3.7439999999999998,2458547.461,4.378773000000001,3.818396,30425.6543,20.624589999999998,569.824768,1246.106323,11.3425,344.134,6159.0,4.37691,1.16198,5/6/2019 19:17,11/30/2020 3:13
2194,669.01,669,124573851,124573851.0,1,PC,10h35m36.17s,158.900701,-05d10m52.95s,-5.181374,9.845,72.079,2458546.137,3.9486779999999997,3.420507,754.018494,3.8422419999999997,641.23407,1283.435059,10.1755,142.86700000000002,5581.899902,4.13,1.1528399999999999,5/6/2019 19:17,12/17/2019 10:00
2195,670.01,670,147660201,147660201.0,1,FP,10h55m38.18s,163.9091,-42d50m57.41s,-42.84928,-55.007,18.019000000000002,2458543.348,0.579398,1.6421400000000002,1324.077148,5.759676,4535.917969,2093.081055,11.1557,191.49400000000003,5688.0,4.4877400000000005,0.950534,5/6/2019 19:17,12/17/2019 10:00
2196,671.01,671,151681127,151681127.0,1,APC,11h07m33.34s,166.888906,-40d12m24.9s,-40.206918,-22.398000000000003,9.419,2458552.918,10.197751,4.911430999999999,15405.53121,24.004261,525.689,1333.0,9.1379,279.74,7949.0,4.21106,1.7955299999999998,5/6/2019 19:17,11/30/2020 3:13
2197,672.01,672,151825527,151825527.0,1,PC,11h11m57.81s,167.990863,-39d19m41.21s,-39.328115000000004,85.141,-74.72800000000001,2458546.48,3.6336180000000002,1.7880310000000001,9033.936523,5.03317,33.798592,614.956543,11.6739,66.9071,3765.0,4.75169,0.525,5/6/2019 19:17,3/22/2020 12:00
2198,673.01,673,151959065,151959065.0,1,FP,11h15m59.62s,168.998428,-36d27m33.86s,-36.459406,-16.179000000000002,-0.612,2458551.637,10.541282,6.241204,18663.71289,17.800047,83.748535,771.549988,11.955,677.796,6114.0,4.28439,1.2818,5/6/2019 19:17,12/17/2019 10:00
2199,674.01,674,158588995,158588995.0,1,PC,10h58m20.77s,164.58655900000002,-36d51m29.19s,-36.858109000000006,-163.27,-3.766,2458544.524,1.977238,1.021981,14081.707030000001,4.430879,35.671741,623.305298,11.8764,46.0851,3467.0,4.87946,0.371,5/6/2019 19:17,12/17/2019 10:00
2200,675.01,675,169226822,169226822.0,1,KP,10h42m14.1s,160.558765,-03d50m06s,-3.834999,19.224,17.026,2458543.942,4.178161,4.304954,11743.80108,15.288753,750.446,1458.0,9.629589999999999,159.507,5620.0,4.18582,1.39,5/6/2019 19:17,9/30/2020 10:00
2201,676.01,676,219187649,219187649.0,1,PC,11h24m49.43s,171.205976,-18d37m02.2s,-18.617278,-20.877,9.135,2458544.3430000003,2.150451,1.573366,8299.629883,10.472779,759.992859,1339.128052,13.4629,758.199,5430.0,4.41381,1.00073,5/6/2019 19:17,12/17/2019 10:00
2202,677.01,677,280206394,280206394.0,1,CP,09h36m28.65s,144.119359,-50d27m47.13s,-50.463093,-24.816999999999997,42.417,2458547.474,11.236818,2.567844,8902.62793,12.415897,200.86360200000001,960.163208,9.271401,141.812,6446.0,4.378819999999999,1.22391,5/6/2019 19:17,3/14/2020 12:00
2203,678.01,678,294395926,294395926.0,1,PC,07h17m19.38s,109.330734,-55d35m52.54s,-55.597929,-31.454,71.617,2459206.806,11.325707000000001,3.5424860000000002,1134.8974269999999,3.57976,100.75500699999999,808.046602,10.9162,205.847,5624.0,4.39124,1.057,5/6/2019 19:17,2/19/2021 16:00
2204,679.01,679,308050066,308050066.0,1,APC,10h21m44.64s,155.436002,-17d13m27.71s,-17.224364,-4.257,6.445,2458552.0730000003,11.175586000000001,5.697074,7303.054018000001,18.199324,25373.4,3516.0,9.99028,320.671,6655.0,3.9,2.04177,5/6/2019 19:17,11/30/2020 3:13
2205,680.01,680,335499997,335499997.0,1,APC,11h56m39.26s,179.163601,-12d22m39.07s,-12.377519,-57.328,-6.649,2458543.515,0.433716,0.8903120000000001,848.615723,5.741712000000001,3891.4099119999996,2200.0,8.98207,163.41,5967.0,3.9495,1.8368200000000001,5/6/2019 19:17,2/12/2021 12:01
2206,681.01,681,410450228,410450228.0,1,PC,07h51m34.79s,117.89494599999999,-60d24m44.6s,-60.41239,-4.18,11.242,2459161.839,15.778479,3.469,6974.0,23.1573,342.280287,1188.0,10.6845,421.349,7447.0,3.79,1.69,5/6/2019 19:17,1/29/2021 10:00
2207,682.01,682,429304876,429304876.0,1,CP,11h11m32.5s,167.88543,-22d04m22.01s,-22.072779999999998,-91.427,-53.36,2458546.306,6.8392990000000005,4.441711,1243.186035,4.087727,456.053009,1287.0,9.2231,83.1548,5085.0,3.92,1.14416,5/6/2019 19:17,12/17/2019 10:00
2208,683.01,683,437248515,437248515.0,1,KP,11h17m45.33s,169.43886,-19d03m17.2s,-19.054778,-28.708000000000002,0.99,2458544.082,3.4059230000000005,2.633613,15630.08496,17.032248000000003,1017.353577,1440.415283,11.4553,383.829,6302.0,4.309069999999999,1.25,5/6/2019 19:17,12/17/2019 10:00
2209,684.01,684,462162948,462162948.0,1,PC,10h01m44.07s,150.433636,-59d51m00.1s,-59.850029000000006,-8.933,3.14,2458546.4680000003,19.847359,2.380051,1283.554443,8.778561999999999,345.085999,1200.0,9.8532,2228.79,9488.0,4.075480000000001,2.35947,5/6/2019 19:17,10/30/2020 1:59
2210,685.01,685,281731203,281731203.0,1,KP,10h52m07.75s,163.03231200000002,+00d29m35.4s,0.493167,-23.664,-44.17100000000001,2458546.693,11.63344,3.68,3289.100098,11.538,76.0121,822.0,9.9623,213.283,5287.700195,3.88,1.83,4/30/2019 16:55,12/17/2019 10:00
2211,686.01,686,339857675,339857675.0,1,PC,07h26m24.26s,111.60106599999999,-54d27m07.43s,-54.452065000000005,-3.0669999999999997,25.498,2458492.215,3.51364,1.5730000000000002,434.93701200000004,3.7404,1482.512817,1582.593384,9.9362,255.33700000000002,6279.799805,4.26,1.63,4/30/2019 16:55,10/30/2020 1:59
2212,687.01,687,74534430,74534430.01,1,PC,09h10m41.48s,137.67281499999999,-45d05m55.84s,-45.098845000000004,241.16,-308.694,2458525.563,18.155379999999997,4.296,1031.959961,2.16722,4.323299,367.7677,9.8445,42.4467,4253.899902,4.57,0.61,4/30/2019 16:55,10/30/2020 1:59
2213,688.01,688,339636032,339636032.0,1,FP,07h20m46.63s,110.194274,-55d22m46.31s,-55.37953100000001,-40.086999999999996,41.156000000000006,2459140.329,6.878764,2.825,190.0,3.37584,253.864,1112.0,8.5885,176.054,6636.0,3.99,1.98,4/30/2019 16:55,1/26/2021 12:00
2214,689.01,689,445822015,445822015.0,1,FP,09h48m01.34s,147.00559099999998,-48d19m14.7s,-48.320751,-18.317,27.151999999999997,2458545.057,1.66402,3.397,7964.450195,7.6544300000000005,8754.730469,2694.0,10.7014,108.51299999999999,4841.299805,4.71,0.78,5/2/2019 14:07,12/17/2019 10:00
2215,690.01,690,101497191,101497191.0,1,FP,09h56m54.19s,149.225807,-33d47m57.83s,-33.799397,-16.532,-19.248,2458547.351,3.64376,3.38,3632.9099119999996,7.6544300000000005,2107.8798829999996,1887.0,10.298,3500.23,5463.200195,4.39,0.78,5/2/2019 14:07,12/17/2019 10:00
2216,691.01,691,156991337,156991337.0,1,PC,06h39m48.91s,99.953812,-42d02m42.72s,-42.045199,-11.214,18.134,2459220.1980000003,6.905575,1.838,760.0,3.08574,66.3231,795.0,10.234,169.11700000000002,5846.0,4.4,1.08,5/2/2019 15:06,2/19/2021 16:00
2217,692.01,692,320417762,320417762.0,1,PC,07h52m01.01s,118.00422900000001,+10d14m57.44s,10.249288,-5.013,-4.75,2458491.741,1.03604,1.855,250.0,3.5276099999999997,21307.5,3365.0,9.0188,481.966,9622.0,3.95,2.74,5/2/2019 15:06,5/20/2020 16:00
2218,693.01,693,458589703,458589703.0,1,FA,08h17m05.98s,124.274902,+08d14m55.75s,8.248819000000001,-79.27,59.066,2458506.494,1.03604,4.029,9640.0,17.7255,21307.5,3365.0,11.2248,114.765,4654.2,4.59,0.72,5/2/2019 15:06,10/30/2020 1:59
